On Column: 4
Pattern: (2[0-3]|1[0-9]|0[0-9]|[^0-9][0-9]):([0-5][0-9]|[0-9]):([0-5][0-9]|[0-9])
-----------------------------
Column      Contents
524773190   24:00:00
702304410   24:00:00
186597803   24:00:00
711514922   24:00:00
765434299   24:00:00
657741425   24:00:00
387542487   24:00:00
683278071   24:00:00
473489652   24:00:00
472528209   24:00:00
194330383   24:00:00
377375645   24:00:00
491601825   24:00:00
116926651   24:00:00
617531015   24:00:00
666988089   24:00:00
147730031   24:00:00
502799389   24:00:00
654488620   24:00:00
635609813   24:00:00
653561573   24:00:00
692270566   24:00:00
993853696   24:00:00
815757377   24:00:00
644782781   24:00:00
316485771   24:00:00
397129707   24:00:00
665391860   24:00:00
102582468   24:00:00
876007941   24:00:00
364139965   24:00:00
561869758   24:00:00
413846788   24:00:00
194137111   24:00:00
622974844   24:00:00
846386366   24:00:00
368927114   24:00:00
330214268   24:00:00
955507083   24:00:00
349532539   24:00:00
339655532   24:00:00
953187987   24:00:00
141203410   24:00:00
725091107   24:00:00
798820154   24:00:00
630380693   24:00:00
517188897   24:00:00
673801840   24:00:00
424158796   24:00:00
958928632   24:00:00
894133893   24:00:00
731840183   24:00:00
294562289   24:00:00
839343516   24:00:00
230332132   24:00:00
460078868   24:00:00
564348964   24:00:00
845078405   24:00:00
660323990   24:00:00
463297781   24:00:00
959306168   24:00:00
982969093   24:00:00
741155646   24:00:00
947524469   24:00:00
896668926   24:00:00
854631101   24:00:00
970763285   24:00:00
240617546   24:00:00
780555546   24:00:00
932192128   24:00:00
922891558   24:00:00
328478634   24:00:00
131941482   24:00:00
134523786   24:00:00
590012903   24:00:00
191596516   24:00:00
545159449   24:00:00
396013865   24:00:00
703896209   24:00:00
907239783   24:00:00
208695546   24:00:00
877780163   24:00:00
896436478   24:00:00
728084649   24:00:00
531016727   24:00:00
178222306   24:00:00
152378585   24:00:00
573276690   24:00:00
304106408   24:00:00
840953747   24:00:00
328858910   24:00:00
756465825   24:00:00
166007908   24:00:00
206451061   24:00:00
290932504   24:00:00
208135516   24:00:00
196817695   24:00:00
957641213   24:00:00
410913842   24:00:00
523015529   24:00:00
286672173   24:00:00
665955641   24:00:00
959478122   24:00:00
103336179   24:00:00
647230019   24:00:00
913203898   24:00:00
677450183   24:00:00
642987685   24:00:00
439472588   24:00:00
812284268   24:00:00
976503306   24:00:00
763217678   24:00:00
841615748   24:00:00
203276462   24:00:00
121281651   24:00:00
616318979   24:00:00
965083518   24:00:00
735806521   24:00:00
414945408   24:00:00
344800231   24:00:00
597213125   24:00:00
339288980   24:00:00
164579691   24:00:00
945050705   24:00:00
449801320   24:00:00
690529029   24:00:00
449686557   24:00:00
642178399   24:00:00
924547457   24:00:00
324599992   24:00:00
888385710   24:00:00
431158090   24:00:00
947534341   24:00:00
953187719   24:00:00
823930447   24:00:00
903955721   24:00:00
722987887   24:00:00
276796233   24:00:00
870777179   24:00:00
824277829   24:00:00
395574978   24:00:00
670804518   24:00:00
600597432   24:00:00
176584613   24:00:00
610974905   24:00:00
411855755   24:00:00
916026362   24:00:00
105488244   24:00:00
695490940   24:00:00
812398048   24:00:00
604301881   24:00:00
467507147   24:00:00
742915273   24:00:00
853216613   24:00:00
676665609   24:00:00
329222344   24:00:00
582137716   24:00:00
151951594   24:00:00
296106437   24:00:00
655130216   24:00:00
864814036   24:00:00
182928329   24:00:00
160291888   24:00:00
174848657   24:00:00
882842752   24:00:00
527172204   24:00:00
905082656   24:00:00
888386722   24:00:00
667381997   24:00:00
132837055   24:00:00
450788932   24:00:00
744185685   24:00:00
474219739   24:00:00
838403061   24:00:00
614109254   24:00:00
175187241   24:00:00
506025924   24:00:00
447056076   24:00:00
282711922   24:00:00
236062851   24:00:00
780755216   24:00:00
815251260   24:00:00
153478189   24:00:00
422238815   24:00:00
832578369   24:00:00
942061041   24:00:00
651070443   24:00:00
422862035   24:00:00
122151806   24:00:00
350192062   24:00:00
638537192   24:00:00
391096501   24:00:00
693288920   24:00:00
784339310   24:00:00
394394351   24:00:00
207595682   24:00:00
786534890   24:00:00
109967183   24:00:00
319566769   24:00:00
462554858   24:00:00
275108555   24:00:00
541295085   24:00:00
306767152   24:00:00
208255128   24:00:00
383107440   24:00:00
481292834   24:00:00
331530072   24:00:00
610781731   24:00:00
696811663   24:00:00
132817734   24:00:00
205320493   24:00:00
190257610   24:00:00
466501856   24:00:00
409831071   24:00:00
394302560   24:00:00
287102697   24:00:00
466997609   24:00:00
744413687   24:00:00
719358951   24:00:00
334871553   24:00:00
806201704   24:00:00
926093252   24:00:00
642200447   24:00:00
906512489   24:00:00
581482522   24:00:00
200664792   24:00:00
982982553   24:00:00
714716691   24:00:00
379231202   24:00:00
304549455   24:00:00
137468989   24:00:00
111710691   24:00:00
135658923   24:00:00
154920175   24:00:00
720857767   24:00:00
943487273   24:00:00
234289377   24:00:00
971111043   24:00:00
413720977   24:00:00
754668657   24:00:00
296570260   24:00:00
989058193   24:00:00
425055223   24:00:00
778646851   24:00:00
693499885   24:00:00
669950184   24:00:00
889801759   24:00:00
510068013   24:00:00
749988090   24:00:00
671442286   24:00:00
546615547   24:00:00
737933848   24:00:00
673457916   24:00:00
608496402   24:00:00
778178147   24:00:00
543333720   24:00:00
221840702   24:00:00
731945934   24:00:00
644199535   24:00:00
539480750   24:00:00
104136623   24:00:00
351445848   24:00:00
282390642   24:00:00
977166135   24:00:00
495751144   24:00:00
172668023   24:00:00
856062347   24:00:00
823699555   24:00:00
636174385   24:00:00
637375119   24:00:00
143926454   24:00:00
575553750   24:00:00
834166017   24:00:00
536968765   24:00:00
353381113   24:00:00
961925550   24:00:00
525220264   24:00:00
368781543   24:00:00
745954292   24:00:00
119879135   24:00:00
160472676   24:00:00
738469862   24:00:00
613534753   24:00:00
825986239   24:00:00
146727981   24:00:00
118993362   24:00:00
871162238   24:00:00
997835352   24:00:00
777392384   24:00:00
477537805   24:00:00
963433136   24:00:00
390917814   24:00:00
415754803   24:00:00
777809650   24:00:00
820316758   24:00:00
853730366   24:00:00
245335534   24:00:00
430885064   24:00:00
611065470   24:00:00
235807749   24:00:00
686758028   24:00:00
963003913   24:00:00
632303805   24:00:00
685125573   24:00:00
846163438   24:00:00
747185518   24:00:00
547497311   24:00:00
923734825   24:00:00
905359324   24:00:00
191551067   24:00:00
319602521   24:00:00
991728005   24:00:00
208233108   24:00:00
515143109   24:00:00
101989344   24:00:00
828282427   24:00:00
170554246   24:00:00
775956367   24:00:00
601286095   24:00:00
341726076   24:00:00
303492316   24:00:00
558085668   24:00:00
303191283   24:00:00
238096218   24:00:00
908042011   24:00:00
270495355   24:00:00
542068582   24:00:00
365915948   24:00:00
615006568   24:00:00
515337688   24:00:00
516415839   24:00:00
176919110   24:00:00
666512106   24:00:00
180383227   24:00:00
869745492   24:00:00
636492172   24:00:00
699455021   24:00:00
642005798   24:00:00
859646351   24:00:00
689179343   24:00:00
285892169   24:00:00
756486322   24:00:00
471251919   24:00:00
233916463   24:00:00
588770739   24:00:00
558266274   24:00:00
722337272   24:00:00
168089445   24:00:00
767986321   24:00:00
493715335   24:00:00
280052552   24:00:00
197949535   24:00:00
122885808   24:00:00
822450242   24:00:00
312431797   24:00:00
485789460   24:00:00
251892426   24:00:00
142562770   24:00:00
357409136   24:00:00
531170997   24:00:00
860593668   24:00:00
496933154   24:00:00
328582306   24:00:00
936715133   24:00:00
913742077   24:00:00
292646009   24:00:00
807903392   24:00:00
617278825   24:00:00
576505910   24:00:00
185960545   24:00:00
590396292   24:00:00
212368045   24:00:00
908293193   24:00:00
696755581   24:00:00
142689773   24:00:00
353220430   24:00:00
871793098   24:00:00
777790519   24:00:00
298550919   24:00:00
889110517   24:00:00
139903020   24:00:00
715547793   24:00:00
296637635   24:00:00
861768915   24:00:00
207374343   24:00:00
690755200   24:00:00
887541609   24:00:00
395040265   24:00:00
726408545   24:00:00
256094367   24:00:00
795601159   24:00:00
285352051   24:00:00
575980586   24:00:00
844640001   24:00:00
985494422   24:00:00
677290784   24:00:00
316116223   24:00:00
156882297   24:00:00
355007719   24:00:00
250547768   24:00:00
830229591   24:00:00
897936652   24:00:00
325528124   24:00:00
962107012   24:00:00
907135890   24:00:00
923962986   24:00:00
635585222   24:00:00
558928215   24:00:00
835001266   24:00:00
912048212   24:00:00
594628133   24:00:00
430693690   24:00:00
527447870   24:00:00
371330061   24:00:00
321646912   24:00:00
472052284   24:00:00
390586110   24:00:00
703285722   24:00:00
255017357   24:00:00
519442753   24:00:00
185813776   24:00:00
338124861   24:00:00
703194721   24:00:00
947726206   24:00:00
700282347   24:00:00
546148241   24:00:00
835551011   24:00:00
109706228   24:00:00
756738834   24:00:00
817811325   24:00:00
430453693   24:00:00
646743209   24:00:00
153634077   24:00:00
758465593   24:00:00
103076126   24:00:00
779235651   24:00:00
914540295   24:00:00
108473390   24:00:00
829857744   24:00:00
350034258   24:00:00
183407226   24:00:00
842840508   24:00:00
609333382   24:00:00
382466337   24:00:00
230088686   24:00:00
229151556   24:00:00
938656305   24:00:00
409380038   24:00:00
434759535   24:00:00
924376530   24:00:00
531279032   24:00:00
606699261   24:00:00
356276182   24:00:00
739140580   24:00:00
588725995   24:00:00
934990109   24:00:00
641265961   24:00:00
852713447   24:00:00
486047567   24:00:00
129271372   24:00:00
765063564   24:00:00
153374062   24:00:00
685787144   24:00:00
852625823   24:00:00
568923616   24:00:00
580636551   24:00:00
616893734   24:00:00
123461352   24:00:00
305956767   24:00:00
348830839   24:00:00
984301010   24:00:00
305019755   24:00:00
487783657   24:00:00
402809780   24:00:00
848152013   24:00:00
675993670   24:00:00
829438587   24:00:00
549161755   24:00:00
567814305   24:00:00
686889610   24:00:00
559247908   24:00:00
528055340   24:00:00
161305717   24:00:00
529489044   24:00:00
782941982   24:00:00
179718358   24:00:00
697218332   24:00:00
457311460   24:00:00
622819344   24:00:00
737551901   24:00:00
280288711   24:00:00
308970058   24:00:00
454248927   24:00:00
903691537   24:00:00
338984305   24:00:00
958194643   24:00:00
585630774   24:00:00
890826214   24:00:00
633354426   24:00:00
988158042   24:00:00
997587654   24:00:00
416774147   24:00:00
786979812   24:00:00
668288388   24:00:00
928554688   24:00:00
193456797   24:00:00
407791457   24:00:00
796165282   24:00:00
357371209   24:00:00
524462943   24:00:00
360636548   24:00:00
585187139   24:00:00
481783619   24:00:00
410727079   24:00:00
452592098   24:00:00
743783148   24:00:00
266438033   24:00:00
845278756   24:00:00
125996011   24:00:00
184820919   24:00:00
840074369   24:00:00
556361150   24:00:00
969871710   24:00:00
391461992   24:00:00
655091835   24:00:00
594752048   24:00:00
599696914   24:00:00
325307671   24:00:00
375430763   24:00:00
796841239   24:00:00
160043576   24:00:00
226807132   24:00:00
340913285   24:00:00
340289989   24:00:00
655088183   24:00:00
941854178   24:00:00
589012711   24:00:00
710635384   24:00:00
281908421   24:00:00
966305125   24:00:00
468177926   24:00:00
838184013   24:00:00
776161270   24:00:00
785945046   24:00:00
308582283   24:00:00
299008157   24:00:00
371094875   24:00:00
958992417   24:00:00
527735775   24:00:00
108807879   24:00:00
497684380   24:00:00
119251255   24:00:00
514918393   24:00:00
412329339   24:00:00
978340162   24:00:00
255032852   24:00:00
176035423   24:00:00
168677143   24:00:00
417420457   24:00:00
135259769   24:00:00
671397373   24:00:00
297745538   24:00:00
220463666   24:00:00
683590138   24:00:00
231500807   24:00:00
444882082   24:00:00
182545415   24:00:00
810604029   24:00:00
867234817   24:00:00
592492761   24:00:00
690019151   24:00:00
153942652   24:00:00
561155522   24:00:00
708037459   24:00:00
898796820   24:00:00
503252201   24:00:00
720999013   24:00:00
471445549   24:00:00
375899226   24:00:00
993033629   24:00:00
803615648   24:00:00
665164253   24:00:00
756854942   24:00:00
500026220   24:00:00
595248363   24:00:00
496476238   24:00:00
223519806   24:00:00
529727994   24:00:00
690317937   24:00:00
729018420   24:00:00
100025748   24:00:00
433304777   24:00:00
780775740   24:00:00
663525416   24:00:00
849083715   24:00:00
257476853   24:00:00
341473549   24:00:00
396744264   24:00:00
718733494   24:00:00
613395053   24:00:00
529792488   24:00:00
649270207   24:00:00
607061736   24:00:00
680984876   24:00:00
200995728   24:00:00
864386391   24:00:00
725335633   24:00:00
966675350   24:00:00
965212257   24:00:00
792077862   24:00:00
461140686   24:00:00
102141467   24:00:00
582610835   24:00:00
885326505   24:00:00
237679385   24:00:00
532218797   24:00:00
471349010   24:00:00
693490495   24:00:00
914238868   24:00:00
128243101   24:00:00
902819862   24:00:00
898884195   24:00:00
399131955   24:00:00
158957590   24:00:00
132146063   24:00:00
914216236   24:00:00
228835328   24:00:00
750728831   24:00:00
570420969   24:00:00
661356221   24:00:00
943560623   24:00:00
636532272   24:00:00
438932036   24:00:00
992577323   24:00:00
547812203   24:00:00
152644042   24:00:00
259985513   24:00:00
582387318   24:00:00
363270003   24:00:00
925272083   24:00:00
304340614   24:00:00
827645774   24:00:00
757418314   24:00:00
820569393   24:00:00
956554399   24:00:00
376006913   24:00:00
256863266   24:00:00
767941164   24:00:00
370575253   24:00:00
270658611   24:00:00
820303335   24:00:00
313280495   24:00:00
230675196   24:00:00
597282399   24:00:00
458612424   24:00:00
681095130   24:00:00
665457943   24:00:00
467517235   24:00:00
154441240   24:00:00
349468616   24:00:00
151203936   24:00:00
183143926   24:00:00
791496510   24:00:00
555580946   24:00:00
136210258   24:00:00
514683135   24:00:00
906121654   24:00:00
296874020   24:00:00
815324482   24:00:00
371504923   24:00:00
812576617   24:00:00
994606528   24:00:00
559433294   24:00:00
559505173   24:00:00
227431988   24:00:00
447373064   24:00:00
478537957   24:00:00
842341535   24:00:00
404664504   24:00:00
145345612   24:00:00
254363283   24:00:00
247598798   24:00:00
695504832   24:00:00
626571157   24:00:00
374045113   24:00:00
186621457   24:00:00
603678364   24:00:00
135579487   24:00:00
787336319   24:00:00
705822839   24:00:00
595699248   24:00:00
787919728   24:00:00
246200647   24:00:00
718500528   24:00:00
624006591   24:00:00
651269427   24:00:00
861477387   24:00:00
324449207   24:00:00
454644730   24:00:00
694430163   24:00:00
635227790   24:00:00
618252524   24:00:00
682524357   24:00:00
761703951   24:00:00
927430776   24:00:00
330023596   24:00:00
427864301   24:00:00
692555261   24:00:00
118336707   24:00:00
379328781   24:00:00
220629411   24:00:00
627048525   24:00:00
513045173   24:00:00
354956480   24:00:00
527679138   24:00:00
829706809   24:00:00
693028475   24:00:00
981173172   24:00:00
242495831   24:00:00
253804907   24:00:00
385574438   24:00:00
619204556   24:00:00
542062794   24:00:00
630377000   24:00:00
530970472   24:00:00
683942847   24:00:00
634629307   24:00:00
308524142   24:00:00
437178392   24:00:00
453634410   24:00:00
332167052   24:00:00
686961750   24:00:00
848103517   24:00:00
100557172   24:00:00
234874715   24:00:00
264325250   24:00:00
291389939   24:00:00
520343999   24:00:00
576649972   24:00:00
284861481   24:00:00
569759390   24:00:00
674510612   24:00:00
902390934   24:00:00
237439186   24:00:00
397838617   24:00:00
142671436   24:00:00
590406910   24:00:00
697160110   24:00:00
888834126   24:00:00
260480065   24:00:00
855106317   24:00:00
368188143   24:00:00
413059290   24:00:00
399192911   24:00:00
889226089   24:00:00
847514282   24:00:00
856535319   24:00:00
154549869   24:00:00
904979996   24:00:00
375676496   24:00:00
167626091   24:00:00
634704528   24:00:00
492126611   24:00:00
629744842   24:00:00
706226219   24:00:00
161106497   24:00:00
737166421   24:00:00
229008563   24:00:00
304036032   24:00:00
765055923   24:00:00
791676522   24:00:00
629301361   24:00:00
657913387   24:00:00
647034717   24:00:00
993467266   24:00:00
974137984   24:00:00
123515035   24:00:00
680346333   24:00:00
667989229   24:00:00
357896349   24:00:00
411669391   24:00:00
248365381   24:00:00
776254054   24:00:00
199295083   24:00:00
415547888   24:00:00
114555083   24:00:00
982007393   24:00:00
620641861   24:00:00
875911063   24:00:00
909457290   24:00:00
575378260   24:00:00
486512325   24:00:00
605287473   24:00:00
557261408   24:00:00
325578238   24:00:00
652386930   24:00:00
410778796   24:00:00
107183349   24:00:00
103713073   24:00:00
234137789   24:00:00
309646157   24:00:00
682829133   24:00:00
260135359   24:00:00
677182314   24:00:00
492250215   24:00:00
883458000   24:00:00
956850819   24:00:00
375246681   24:00:00
990245045   24:00:00
243414996   24:00:00
768840239   24:00:00
158677194   24:00:00
287408657   24:00:00
259554041   24:00:00
818732449   24:00:00
816748806   24:00:00
290176850   24:00:00
871282896   24:00:00
308815355   24:00:00
695438628   24:00:00
766975280   24:00:00
671712952   24:00:00
516315806   24:00:00
899913435   24:00:00
704693917   24:00:00
847684602   24:00:00
646007449   24:00:00
433324401   24:00:00
211779747   24:00:00
213011903   24:00:00
249306581   24:00:00
253993458   24:00:00
866913546   24:00:00
177240913   24:00:00
144087484   24:00:00
939407693   24:00:00
813661276   24:00:00
670406199   24:00:00
397050857   24:00:00
131627804   24:00:00
356789777   24:00:00
146711005   24:00:00
929863584   24:00:00
286728476   24:00:00
369118152   24:00:00
129902252   24:00:00
336220385   24:00:00
512000905   24:00:00
271074948   24:00:00
193090151   24:00:00
128894229   24:00:00
170703659   24:00:00
350536154   24:00:00
344332730   24:00:00
656133811   24:00:00
531969149   24:00:00
219645286   24:00:00
923645602   24:00:00
905997287   24:00:00
718896845   24:00:00
265551880   24:00:00
967821761   24:00:00
797539466   24:00:00
569426544   24:00:00
564384166   24:00:00
306101068   24:00:00
517344133   24:00:00
739163213   24:00:00
447968899   24:00:00
791859915   24:00:00
526062938   24:00:00
801683509   24:00:00
462710979   24:00:00
372942108   24:00:00
816403337   24:00:00
347940853   24:00:00
627430614   24:00:00
445819527   24:00:00
340411990   24:00:00
585540385   24:00:00
324707595   24:00:00
884038580   24:00:00
866959977   24:00:00
986797979   24:00:00
235937591   24:00:00
416444874   24:00:00
460992015   24:00:00
714885624   24:00:00
502552139   24:00:00
581203847   24:00:00
269506053   24:00:00
535332615   24:00:00
236941670   24:00:00
458472061   24:00:00
437925801   24:00:00
195135463   24:00:00
791419549   24:00:00
564146442   24:00:00
467214013   24:00:00
303023867   24:00:00
778887435   24:00:00
371899638   24:00:00
383633586   24:00:00
396393054   24:00:00
890403625   24:00:00
160780168   24:00:00
539035288   24:00:00
426875363   24:00:00
625600961   24:00:00
384831754   24:00:00
107143801   24:00:00
696228982   24:00:00
857670366   24:00:00
787376851   24:00:00
216672168   24:00:00
901447977   24:00:00
861856572   24:00:00
238546754   24:00:00
316710612   24:00:00
558782960   24:00:00
715990177   24:00:00
626393217   24:00:00
659054948   24:00:00
513323978   24:00:00
934649676   24:00:00
207201078   24:00:00
590479070   24:00:00
980470055   24:00:00
636302228   24:00:00
731549812   24:00:00
377235106   24:00:00
919388651   24:00:00
952936482   24:00:00
601028849   24:00:00
945822479   24:00:00
762229703   24:00:00
115640443   24:00:00
356441790   24:00:00
121582697   24:00:00
875080011   24:00:00
876990965   24:00:00
125010075   24:00:00
320164865   24:00:00
389922972   24:00:00
421464533   24:00:00
907971378   24:00:00
576727230   24:00:00
388790948   24:00:00
395626592   24:00:00
201044689   24:00:00
523395734   24:00:00
505155532   24:00:00
505437171   24:00:00
210333237   24:00:00
547548201   24:00:00
275407302   24:00:00
118176477   24:00:00
860904949   24:00:00
652933229   24:00:00
689219824   24:00:00
139642192   24:00:00
338678504   24:00:00
399789810   24:00:00
625951820   24:00:00
595696959   24:00:00
390263998   24:00:00
492162010   24:00:00
113770491   24:00:00
902726980   24:00:00
843927143   24:00:00
180427608   24:00:00
716314275   24:00:00
894043345   24:00:00
571058724   24:00:00
284419191   24:00:00
831778410   24:00:00
649132616   24:00:00
904856244   24:00:00
152057366   24:00:00
590806872   24:00:00
385632119   24:00:00
876670214   24:00:00
184010823   24:00:00
167613446   24:00:00
545161436   24:00:00
326116537   24:00:00
295854640   24:00:00
246685115   24:00:00
517165665   24:00:00
970727995   24:00:00
981771281   24:00:00
485397777   24:00:00
247380380   24:00:00
313906286   24:00:00
219314629   24:00:00
789011688   24:00:00
678541510   24:00:00
376336747   24:00:00
238383024   24:00:00
241776233   24:00:00
945890390   24:00:00
264100845   24:00:00
263939049   24:00:00
553499445   24:00:00
216474720   24:00:00
793442863   24:00:00
393898289   24:00:00
767837990   24:00:00
948413026   24:00:00
966502181   24:00:00
322199813   24:00:00
898198440   24:00:00
904375292   24:00:00
797451094   24:00:00
220167281   24:00:00
162130130   24:00:00
994118309   24:00:00
611308810   24:00:00
754642634   24:00:00
710883109   24:00:00
448963645   24:00:00
673885404   24:00:00
962202443   24:00:00
522688353   24:00:00
443710261   24:00:00
795097284   24:00:00
853501769   24:00:00
187865497   24:00:00
118827891   24:00:00
623165053   24:00:00
739635485   24:00:00
473270909   24:00:00
590101552   24:00:00
128728462   24:00:00
293289691   24:00:00
984156141   24:00:00
765672998   24:00:00
342073023   24:00:00
506476721   24:00:00
730105248   24:00:00
470470057   24:00:00
629391765   24:00:00
564610593   24:00:00
209732078   24:00:00
519149863   24:00:00
523144308   24:00:00
244878534   24:00:00
194877700   24:00:00
697831591   24:00:00
831765809   24:00:00
642923099   24:00:00
126926144   24:00:00
324793296   24:00:00
628897536   24:00:00
811380552   24:00:00
409704467   24:00:00
550600031   24:00:00
994087920   24:00:00
224661032   24:00:00
115666555   24:00:00
235397314   24:00:00
544285553   24:00:00
327503235   24:00:00
243927782   24:00:00
361865273   24:00:00
554697875   24:00:00
570320033   24:00:00
720099460   24:00:00
931356774   24:00:00
174934689   24:00:00
249746080   24:00:00
714445230   24:00:00
147424447   24:00:00
270024938   24:00:00
477864020   24:00:00
403447440   24:00:00
535111377   24:00:00
289369880   24:00:00
527206308   24:00:00
282075870   24:00:00
434017792   24:00:00
985075890   24:00:00
851810950   24:00:00
515581631   24:00:00
666764369   24:00:00
193338955   24:00:00
749197733   24:00:00
599868203   24:00:00
539326206   24:00:00
532932930   24:00:00
229977622   24:00:00
420144504   24:00:00
650850094   24:00:00
889898559   24:00:00
888409466   24:00:00
375222921   24:00:00
725497392   24:00:00
714111230   24:00:00
504929825   24:00:00
499226029   24:00:00
144357672   24:00:00
799217175   24:00:00
861130280   24:00:00
415966946   24:00:00
441600734   24:00:00
333490970   24:00:00
777711773   24:00:00
753344506   24:00:00
854807816   24:00:00
679282715   24:00:00
582780975   24:00:00
216950908   24:00:00
437320044   24:00:00
398331325   24:00:00
265087318   24:00:00
155768460   24:00:00
951854565   24:00:00
847025055   24:00:00
697488254   24:00:00
476937335   24:00:00
705386379   24:00:00
225601185   24:00:00
435018958   24:00:00
659140108   24:00:00
365009377   24:00:00
561511914   24:00:00
395907112   24:00:00
937873660   24:00:00
915014062   24:00:00
160072294   24:00:00
670615417   24:00:00
290781330   24:00:00
871679867   24:00:00
850665506   24:00:00
497819596   24:00:00
281292537   24:00:00
436238724   24:00:00
828111642   24:00:00
728723280   24:00:00
859569975   24:00:00
725140965   24:00:00
942299225   24:00:00
327027850   24:00:00
839722531   24:00:00
762234101   24:00:00
629367022   24:00:00
611348983   24:00:00
924358393   24:00:00
578044216   24:00:00
617851224   24:00:00
606184396   24:00:00
779338362   24:00:00
487836934   24:00:00
307246116   24:00:00
681359363   24:00:00
570578651   24:00:00
606098508   24:00:00
580258820   24:00:00
780751382   24:00:00
922342853   24:00:00
294775520   24:00:00
832786553   24:00:00
678069144   24:00:00
357613191   24:00:00
796922310   24:00:00
880778501   24:00:00
786008096   24:00:00
688129088   24:00:00
518626281   24:00:00
